City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Tainan,TW,22.9908,120.2133,80.51,57,40,5.75,scattered clouds
340,Ampanihy,MG,-24.7,44.75,68.5,80,100,4.09,overcast clouds
341,Shepsi,RU,44.0361,39.1489,58.1,67,60,5.14,broken clouds
342,Diu,IN,20.7141,70.9822,75.6,53,0,2.17,clear sky
343,Forestville,US,38.8451,-76.875,60.98,94,100,5.75,overcast clouds
344,Sandusky,US,41.3501,-83.1332,70.0,61,100,3.0,overcast clouds
345,Wagga Wagga,AU,-35.1167,147.3667,70.84,79,78,18.16,broken clouds
346,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,88,20,12.46,few clouds
347,Celestun,MX,20.8667,-90.4,79.5,85,50,8.77,light rain
348,Brae,GB,60.3964,-1.353,51.62,88,100,9.08,overcast clouds
349,Yumen,CN,40.2833,97.2,45.3,35,0,12.59,clear sky
350,May Pen,JM,17.9645,-77.2451,81.61,89,29,2.39,scattered clouds
351,Bubaque,GW,11.2833,-15.8333,83.37,76,9,5.48,clear sky
352,Merauke,ID,-8.4667,140.3333,87.39,60,66,5.3,light rain
353,Lander,US,42.833,-108.7307,39.79,44,25,6.44,scattered clouds
354,Provideniya,RU,64.3833,-173.3,30.31,55,75,17.9,broken clouds
355,San Andres,CO,12.5847,-81.7006,82.42,83,40,6.91,scattered clouds
356,Baiyin,CN,36.5583,104.2081,55.11,68,100,2.95,overcast clouds
357,Daru,PG,-9.0763,143.2092,87.4,59,83,7.23,broken clouds
358,Nouakchott,MR,18.0858,-15.9785,76.93,74,95,11.14,overcast clouds
359,Wuwei,CN,37.9281,102.6414,52.48,45,5,3.42,clear sky
360,Salym,RU,60.0625,71.4789,27.88,89,32,4.43,scattered clouds
361,Solnechnogorsk,RU,56.1833,36.9833,30.04,80,73,7.92,broken clouds
362,Ilulissat,GL,69.2167,-51.1,21.67,96,100,9.48,light snow
363,Roma,US,43.2128,-75.4557,68.09,89,62,1.01,broken clouds
364,Aksha,RU,50.2814,113.2867,33.01,34,0,8.12,clear sky
365,Aviles,ES,43.5547,-5.9248,64.92,70,0,3.44,clear sky
366,Moron,AR,-34.6534,-58.6198,72.0,78,100,10.2,overcast clouds
367,Winona,US,43.9666,-91.7668,40.93,80,0,3.44,clear sky
368,Constitucion,CL,-35.3333,-72.4167,54.19,95,45,6.38,scattered clouds
369,Pierre,US,44.3683,-100.351,48.27,69,0,8.05,clear sky
370,Berlevag,NO,70.8578,29.0864,33.8,80,100,7.02,overcast clouds
371,Uvalde,US,29.3669,-99.767,63.32,42,0,0.0,clear sky
372,Peniche,PT,39.3558,-9.3811,66.29,92,1,10.96,clear sky
373,Mareeba,AU,-17.0,145.4333,96.44,44,0,2.95,clear sky
374,Flin Flon,CA,54.7682,-101.865,22.96,97,100,4.16,overcast clouds
375,Aksu,CN,41.1231,80.2644,50.72,31,100,2.42,overcast clouds
376,Cuamba,MZ,-14.8031,36.5372,73.49,43,45,4.74,scattered clouds
377,Benjamin Aceval,PY,-24.9667,-57.5667,77.59,73,0,6.4,clear sky
378,Grand Gaube,MU,-20.0064,57.6608,72.37,73,16,7.0,few clouds
379,Nome,US,64.5011,-165.4064,29.1,80,100,13.73,overcast clouds
380,Towada,JP,40.6127,141.2067,58.21,53,43,5.97,scattered clouds
381,Nyurba,RU,63.2842,118.3319,26.53,89,48,8.59,scattered clouds
382,Luanda,AO,-8.8368,13.2343,76.01,87,17,7.7,few clouds
383,Te Anau,NZ,-45.4167,167.7167,55.24,80,100,5.57,moderate rain
384,Dargaville,NZ,-35.9333,173.8833,65.26,55,100,3.78,overcast clouds
385,Turbat,PK,26.0023,63.044,78.66,44,0,2.86,clear sky
386,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,88,100,5.75,overcast clouds
387,Hamilton,US,39.1834,-84.5333,65.93,88,100,9.22,light rain
388,Alofi,NU,-19.0595,-169.9187,78.69,53,75,12.66,broken clouds
389,Koslan,RU,63.4564,48.8989,28.67,95,90,5.46,overcast clouds
390,Talaya,RU,61.3833,152.75,14.94,80,3,5.23,clear sky
391,Hauterive,FR,46.0901,3.4459,59.76,90,39,5.79,scattered clouds
392,Bima,ID,-8.4667,118.7167,89.47,59,100,0.56,overcast clouds
393,Crotone,IT,39.0851,17.1178,74.19,51,13,7.99,few clouds
394,Shahr-E Babak,IR,30.1165,55.1186,58.21,21,3,6.35,clear sky
395,Sorland,NO,67.667,12.6934,44.46,68,100,4.0,overcast clouds
396,Waipawa,NZ,-41.4122,175.5153,61.07,59,96,15.21,overcast clouds
397,Maniitsoq,GL,65.4167,-52.9,27.39,72,100,10.11,overcast clouds
398,Rosarito,MX,32.3333,-117.0333,68.41,64,0,5.01,clear sky
399,Keti Bandar,PK,24.1447,67.4497,79.61,77,0,11.1,clear sky
400,Rtyne V Podkrkonosi,CZ,50.5052,16.0719,50.25,96,27,2.01,scattered clouds
401,Jacksonville,US,30.3322,-81.6556,69.03,84,40,0.0,scattered clouds
402,Katsuura,JP,35.1333,140.3,61.7,64,96,23.55,overcast clouds
403,Asekeyevo,RU,53.5742,52.7972,29.52,85,22,7.11,few clouds
404,Bundaberg,AU,-24.85,152.35,86.76,36,4,3.87,clear sky
405,Yulin,CN,22.6333,110.15,77.32,63,88,3.6,overcast clouds
406,Kalabo,ZM,-14.97,22.6814,71.71,57,51,5.57,light rain
407,Paamiut,GL,61.994,-49.6678,31.01,56,100,3.38,overcast clouds
408,Ahipara,NZ,-35.1667,173.1667,65.46,56,64,8.72,broken clouds
409,Linhares,BR,-19.3911,-40.0722,69.28,96,76,3.83,broken clouds
410,Qaqortoq,GL,60.7167,-46.0333,28.11,72,49,5.32,scattered clouds
411,Rio Branco,BR,-9.9747,-67.81,77.61,94,75,3.44,broken clouds
412,Aripuana,BR,-9.1667,-60.6333,72.27,96,93,2.04,overcast clouds
413,Cavalcante,BR,-13.7975,-47.4583,70.52,73,59,0.69,broken clouds
414,Muros,ES,42.7762,-9.0603,67.08,77,96,18.34,overcast clouds
415,Yomou,GN,7.5603,-9.2653,71.94,82,62,0.51,broken clouds
416,San Joaquin,US,37.9333,-121.3011,66.97,44,30,4.47,scattered clouds
417,Tolaga Bay,NZ,-38.3667,178.3,60.39,66,91,13.8,overcast clouds
418,Arzamas,RU,55.3949,43.8399,32.56,77,13,1.59,few clouds
419,Jacareacanga,BR,-6.2222,-57.7528,72.7,99,99,1.19,overcast clouds
420,Bougouni,ML,11.417,-7.479,74.97,43,13,2.77,few clouds
421,Dodge City,US,37.7528,-100.0171,53.22,42,0,1.01,clear sky
422,Ewa Beach,US,21.3156,-158.0072,83.57,69,40,10.36,scattered clouds
423,Cockburn Town,TC,21.4612,-71.1419,80.89,70,100,5.61,light rain
424,Roebourne,AU,-20.7833,117.1333,88.99,18,0,19.26,clear sky
425,Bloemfontein,ZA,-29.1211,26.214,54.88,88,100,2.3,overcast clouds
426,Aranos,NA,-24.1333,19.1167,70.5,13,100,8.21,overcast clouds
427,Okitipupa,NG,6.5047,4.7839,73.74,96,96,0.47,overcast clouds
428,Agapovka,RU,53.2973,59.1348,31.21,76,34,12.59,scattered clouds
429,Saint-Georges,GD,12.0564,-61.7485,82.08,83,40,17.27,scattered clouds
430,Camana,PE,-16.6228,-72.7111,61.74,85,80,7.7,broken clouds
431,Karema,TZ,-6.8205,30.4389,77.83,52,97,5.82,overcast clouds
432,Makariv,UA,50.4641,29.8113,51.19,94,98,10.07,overcast clouds
433,Svetlaya,RU,46.5389,138.3297,48.47,41,16,7.96,few clouds
434,Buraydah,SA,26.326,43.975,66.65,19,7,8.52,clear sky
435,Biloela,AU,-24.4167,150.5,89.01,23,6,7.61,clear sky
436,Namanga,KE,-2.5433,36.7905,63.64,87,94,7.14,overcast clouds
437,Dhidhdhoo,MV,6.8833,73.1,81.32,75,35,5.26,scattered clouds
438,Meulaboh,ID,4.1363,96.1285,79.25,83,100,4.03,overcast clouds
439,Mikkeli,FI,61.6886,27.2723,35.71,100,100,5.75,overcast clouds
440,Collie,AU,-33.3667,116.15,57.31,73,99,5.59,overcast clouds
441,Baculin,PH,7.4525,126.5842,81.01,81,100,6.71,overcast clouds
442,Kupang,ID,-10.1667,123.5833,90.18,66,20,9.22,few clouds
443,Segezha,RU,63.7415,34.3222,32.27,84,100,9.82,overcast clouds
444,Devils Lake,US,48.1128,-98.8651,35.94,79,100,5.99,overcast clouds
445,Ust-Kuyga,RU,70.0167,135.6,17.47,93,100,5.91,overcast clouds
446,Nioro,GM,13.35,-15.75,77.65,69,74,6.08,broken clouds
447,Wamba,NG,8.9333,8.6,72.63,76,94,2.84,overcast clouds
448,Portland,US,45.5234,-122.6762,51.82,92,100,11.5,moderate rain
449,Kipushi,CD,-11.7667,27.2333,64.15,71,69,0.74,broken clouds
450,Secovce,SK,48.7007,21.661,53.89,90,34,2.71,scattered clouds
451,Krasnoselkup,RU,65.7,82.4667,30.02,98,100,8.93,light snow
452,Quatre Cocos,MU,-20.2078,57.7625,72.09,81,9,10.54,light rain
453,Amazar,RU,53.858,120.875,30.74,57,9,2.19,clear sky
454,Dubinino,RU,55.6192,89.0911,30.2,49,2,3.44,clear sky
455,Nanlong,CN,31.3533,106.0631,60.62,90,100,0.36,overcast clouds
456,Turukhansk,RU,65.8167,87.9833,30.63,98,100,15.77,snow
457,Sanski Most,BA,44.7653,16.6656,54.63,92,70,2.46,broken clouds
458,Sur,OM,22.5667,59.5289,79.03,43,0,4.9,clear sky
459,Narok,KE,-1.0783,35.8601,55.71,79,67,4.68,broken clouds
460,Maltahohe,NA,-24.8333,16.9833,69.78,24,99,10.83,overcast clouds
461,Samarai,PG,-10.6167,150.6667,83.59,67,9,10.49,clear sky
462,Tupaciguara,BR,-18.5922,-48.705,73.94,34,40,6.89,scattered clouds
463,Sundumbili,ZA,-29.1337,31.3975,68.58,83,100,13.69,overcast clouds
464,Lucera,IT,41.5082,15.3351,63.05,71,8,3.56,clear sky
465,Sisimiut,GL,66.9395,-53.6735,25.03,78,97,8.75,overcast clouds
466,Mont-De-Marsan,FR,44.0,-0.6667,59.79,100,3,4.61,clear sky
467,Ewo,CG,-0.8725,14.8206,71.83,94,100,2.1,light rain
468,Kilgore,US,32.3863,-94.8758,56.52,54,0,5.48,clear sky
469,Salinopolis,BR,-0.6136,-47.3561,80.24,76,71,9.91,broken clouds
470,Bodden Town,KY,19.2833,-81.25,82.4,75,20,4.61,few clouds
471,Beyneu,KZ,45.3167,55.2,47.01,75,83,13.24,broken clouds
472,Redmond,US,47.674,-122.1215,49.33,92,100,5.99,moderate rain
473,Sedro-Woolley,US,48.5039,-122.2361,49.14,88,100,9.22,heavy intensity rain
474,Kenai,US,60.5544,-151.2583,31.14,97,100,14.97,light snow
475,Nanortalik,GL,60.1432,-45.2371,33.39,73,3,2.73,clear sky
476,Araouane,ML,18.9048,-3.5265,78.06,16,11,11.23,few clouds
477,Deputatskiy,RU,69.3,139.9,13.24,86,99,17.16,overcast clouds
478,Ballina,AU,-28.8667,153.5667,84.02,46,5,6.8,clear sky
479,Torbat-E Jam,IR,35.244,60.6225,56.12,77,100,4.94,overcast clouds
480,Auki,SB,-8.7676,160.7034,84.45,71,47,6.93,scattered clouds
481,Codajas,BR,-3.8367,-62.0569,76.48,93,100,1.97,overcast clouds
482,Clearwater,US,27.9659,-82.8001,74.93,80,0,1.99,clear sky
483,Hengshui,CN,37.7322,115.7011,65.37,39,100,15.3,overcast clouds
484,Paita,PE,-5.0892,-81.1144,63.57,83,66,13.06,broken clouds
485,Bilibino,RU,68.0546,166.4372,-4.49,95,72,2.51,broken clouds
486,Xinxiang,CN,35.3089,113.8672,61.45,55,100,5.23,overcast clouds
487,Hammerfest,NO,70.6634,23.6821,32.45,86,100,2.3,overcast clouds
488,Berdigestyakh,RU,62.0989,126.6992,27.12,93,99,7.47,overcast clouds
489,Sungai Padi,TH,6.0851,101.8766,78.58,91,100,1.92,overcast clouds
490,Coalinga,US,36.1397,-120.3602,64.04,41,57,2.53,broken clouds
491,San Matias,BO,-16.3667,-58.4,80.55,64,24,5.3,few clouds
492,Kaoma,ZM,-14.7833,24.8,63.82,70,18,3.67,few clouds
493,Fernie,CA,49.5,-115.0687,39.29,94,100,5.03,overcast clouds
494,Ulladulla,AU,-35.35,150.4667,75.87,50,14,4.52,few clouds
495,San Patricio,US,28.017,-97.5169,67.84,33,2,6.22,clear sky
496,Yei,SS,4.095,30.6779,65.32,96,48,2.17,scattered clouds
497,Sinop,TR,41.7711,34.8709,53.11,59,28,8.52,scattered clouds
498,Rumphi,MW,-11.0186,33.8575,68.7,54,54,5.55,broken clouds
499,Marzuq,YE,14.4,46.4667,63.66,55,6,0.96,clear sky
500,Bose,IT,45.4612,8.0137,60.21,90,20,4.09,few clouds
501,Patiya,BD,22.2931,91.9762,71.55,94,40,0.0,scattered clouds
502,Nizhniy Baskunchak,RU,48.2198,46.8311,37.53,66,16,3.11,few clouds
503,Gat,IL,31.61,34.7642,75.88,32,0,5.03,clear sky
504,Abha,SA,18.2164,42.5053,57.02,82,0,0.0,clear sky
505,Kampong Thum,KH,12.7111,104.8887,82.29,75,93,10.78,overcast clouds
506,Eyl,SO,7.9803,49.8164,77.68,80,25,2.86,scattered clouds
507,Seoul,KR,37.5683,126.9778,56.77,54,0,4.61,clear sky
508,Comodoro Rivadavia,AR,-45.8667,-67.5,59.81,55,100,10.56,overcast clouds
509,Saint Anthony,US,45.0205,-93.218,43.2,78,20,0.0,few clouds
510,Santa Vitoria,BR,-18.8386,-50.1214,77.79,35,0,7.96,clear sky
511,Bridlington,GB,54.0831,-0.1919,55.33,95,100,18.01,overcast clouds
512,Fort Nelson,CA,58.8053,-122.7002,22.41,89,100,2.35,overcast clouds
513,Patos De Minas,BR,-18.5789,-46.5181,73.83,49,54,2.8,broken clouds
514,Awjilah,LY,29.1081,21.2869,64.98,77,0,7.09,clear sky
515,Kulhudhuffushi,MV,6.6221,73.07,81.32,75,44,5.41,scattered clouds
516,La Rioja,ES,42.25,-2.5,44.38,78,100,7.45,overcast clouds
517,Ixtapa,MX,20.7,-105.2,74.16,94,26,1.23,scattered clouds
518,Podor,MR,16.6527,-14.9587,87.53,44,69,9.06,broken clouds
519,Kirakira,SB,-10.4544,161.9205,85.01,74,27,5.46,scattered clouds
520,Zachary,US,30.6485,-91.1565,64.72,57,0,7.0,clear sky
521,Camacari,BR,-12.6975,-38.3242,74.97,95,100,4.92,overcast clouds
522,Lima,PE,-12.0432,-77.0282,60.91,83,40,12.66,scattered clouds
523,Shache,CN,38.4167,77.2406,54.72,26,96,2.33,overcast clouds
524,Lagos,NG,6.5833,3.75,77.32,91,91,3.02,overcast clouds
525,Goderich,CA,43.7501,-81.7165,62.91,64,100,17.54,overcast clouds
526,Atlantic City,US,39.3643,-74.4229,64.02,95,100,1.01,overcast clouds
527,Nadvoitsy,RU,63.8667,34.3167,31.66,86,100,8.14,overcast clouds
528,Arica,CL,-18.475,-70.3042,60.22,83,36,4.61,scattered clouds
529,Mahon,ES,39.8885,4.2658,70.36,88,0,5.75,clear sky
530,Axim,GH,4.8699,-2.2405,76.93,88,82,3.83,broken clouds
531,Keflavik,IS,64.0049,-22.5624,45.03,81,100,18.41,overcast clouds
532,Mandera,KE,3.9366,41.867,78.03,71,90,12.84,overcast clouds
533,Businga,CD,3.3333,20.8833,70.0,97,100,1.52,overcast clouds
534,Saldanha,ZA,-33.0117,17.9442,58.12,89,10,10.29,clear sky
535,Xichang,CN,27.8964,102.2634,64.89,89,83,2.28,broken clouds
536,Mangrol,IN,21.1167,70.1167,76.69,65,1,4.21,clear sky
537,Orange Cove,US,36.6244,-119.3137,69.46,32,0,0.0,haze
538,Olenegorsk,RU,68.15,33.3,30.06,74,100,9.28,overcast clouds
539,Anahuac,MX,27.2333,-100.15,70.25,23,59,6.71,broken clouds
540,Padang,ID,-0.9492,100.3543,82.45,81,100,0.6,overcast clouds
541,Guarare,PA,7.8167,-80.2833,78.19,85,100,5.57,light rain
542,Great Yarmouth,GB,52.6083,1.7305,59.45,81,88,16.49,overcast clouds
543,Cidreira,BR,-30.1811,-50.2056,65.57,84,2,23.06,clear sky
544,Tevaitoa,PF,-16.7833,-151.5,79.7,76,100,22.48,light rain
545,Rupert,US,42.6191,-113.6772,38.17,71,23,3.78,few clouds
546,Bolama,GW,11.5833,-15.4667,80.91,72,7,4.12,clear sky
547,Zabol,AF,32.25,67.25,52.63,28,0,5.57,clear sky
548,Sembe,CG,1.6481,14.5806,70.45,99,100,0.98,overcast clouds
549,Kaeo,NZ,-35.1,173.7833,63.52,60,37,8.08,scattered clouds
550,Baghdad,IQ,33.3406,44.4009,72.16,19,6,8.86,clear sky
551,Nikolayevka,RU,53.1257,47.2041,31.03,77,16,4.88,few clouds
552,Namtsy,RU,62.7161,129.6658,25.9,93,93,5.93,overcast clouds
553,Uige,AO,-7.6087,15.0613,66.04,99,95,1.83,light rain
554,Aliwal North,ZA,-30.6937,26.7114,57.04,77,100,9.44,overcast clouds
555,Paso De Los Toros,UY,-32.8167,-56.5167,62.42,83,62,14.36,broken clouds
556,Warrnambool,AU,-38.3833,142.4833,58.84,94,100,10.58,overcast clouds
557,Sotnikovskoye,RU,45.0039,43.7772,44.06,73,94,6.58,overcast clouds
558,Tezu,IN,27.9167,96.1667,72.46,91,42,1.25,scattered clouds
559,Debre Birhan,ET,9.6833,39.5333,47.28,89,7,3.83,clear sky
560,Sola,VU,-13.8833,167.55,79.99,73,10,0.78,clear sky
561,Chilliwack,CA,49.1747,-121.9443,48.25,91,100,5.75,moderate rain
562,Dudinka,RU,69.4058,86.1778,-1.73,100,97,5.82,overcast clouds
563,Kamenka,RU,51.3223,42.7678,32.83,73,69,7.2,broken clouds
564,Sioux Lookout,CA,50.1001,-91.917,31.62,78,86,10.02,overcast clouds
565,Mao,ES,39.8885,4.2658,70.36,88,0,5.75,clear sky
566,Yima,CN,34.7381,111.8839,54.12,83,100,5.41,overcast clouds
567,Milyutinskaya,RU,48.6279,41.6679,47.46,74,100,8.19,overcast clouds
568,Yining,CN,29.0361,114.5636,63.45,49,99,1.7,overcast clouds
569,Naples,IT,40.8333,14.25,65.14,94,7,2.3,clear sky
570,Kalianget,ID,-7.05,113.9333,84.27,69,94,5.66,overcast clouds
571,Perrysburg,US,41.557,-83.6272,70.09,61,100,9.22,overcast clouds
572,Roald,NO,62.5833,6.1333,54.75,87,100,10.36,overcast clouds
573,Pringsewu,ID,-5.3582,104.9744,74.34,96,100,6.2,overcast clouds
574,Skibbereen,IE,51.55,-9.2667,58.1,85,69,28.95,broken clouds
575,Balkanabat,TM,39.5108,54.3671,56.25,62,3,3.15,clear sky
576,Lanzhou,CN,36.0564,103.7922,59.0,66,100,3.31,overcast clouds
577,Kifri,IQ,34.6959,44.9661,68.67,24,8,2.93,clear sky
578,Belfast,GB,54.5833,-5.9333,58.82,89,100,16.11,overcast clouds
579,Venecia,CO,5.9628,-75.7381,70.5,98,100,0.67,overcast clouds
580,Sarana,RU,56.4773,57.7259,27.16,93,85,4.38,overcast clouds
581,Masvingo,ZW,-20.0637,30.8277,72.48,50,0,6.02,clear sky
582,Eugene,US,44.0521,-123.0867,53.94,88,100,5.01,overcast clouds
583,Oil City,US,41.4339,-79.7064,64.0,68,0,11.5,clear sky
584,Fairbanks,US,64.8378,-147.7164,22.91,84,100,6.8,overcast clouds
585,Estelle,US,29.8458,-90.1067,71.6,62,0,4.61,clear sky
586,Tuatapere,NZ,-46.1333,167.6833,52.11,94,100,7.27,overcast clouds
587,Caravelas,BR,-17.7125,-39.2481,71.44,92,0,4.21,clear sky
588,Gombong,ID,-7.6072,109.5142,74.23,95,100,2.08,overcast clouds
589,Guanare,VE,9.0418,-69.7421,74.86,85,72,1.66,broken clouds
590,Yenagoa,NG,4.9247,6.2642,74.52,95,100,3.18,overcast clouds
591,Eregli,TR,37.5133,34.0467,48.45,47,0,0.63,clear sky
592,Shelbyville,US,35.4834,-86.4603,62.04,88,40,8.05,scattered clouds
593,Verkhnevilyuysk,RU,63.4453,120.3167,25.5,90,98,7.87,overcast clouds
594,North Platte,US,41.1239,-100.7654,49.37,45,0,11.99,clear sky
595,Narnaul,IN,28.0444,76.1083,72.77,32,0,4.14,clear sky
596,Marrakesh,MA,31.6315,-8.0083,71.67,37,0,5.75,clear sky
597,Izhma,RU,65.0083,53.9113,28.85,94,100,5.3,overcast clouds
598,Obala,CM,4.1667,11.5333,68.11,98,100,0.47,overcast clouds
599,Dhangadhi,NP,28.7079,80.5961,66.18,74,0,2.28,clear sky
600,Guerrero Negro,MX,27.9769,-114.0611,68.9,54,0,14.16,clear sky
601,Gizo,SB,-8.103,156.8419,84.51,68,36,4.16,light rain
602,San Luis,AR,-33.295,-66.3356,61.38,75,78,18.68,broken clouds
603,Sol-Iletsk,RU,51.1631,54.9918,33.15,70,57,10.47,broken clouds
604,Epe,NG,6.5841,3.9834,76.6,89,74,3.74,broken clouds
605,Pitimbu,BR,-7.4706,-34.8086,76.96,77,10,9.06,clear sky
606,Berbera,SO,10.4396,45.0143,80.98,66,5,5.08,clear sky
607,Havoysund,NO,70.9963,24.6622,34.03,70,100,7.18,overcast clouds
608,Thinadhoo,MV,0.5333,72.9333,82.29,76,49,12.8,scattered clouds
609,Bogale,MM,16.2833,95.4,79.7,84,100,3.11,overcast clouds
610,Miri,MY,4.4148,114.0089,83.35,72,95,3.65,overcast clouds
611,Del Rio,US,29.3627,-100.8968,57.22,23,0,6.04,clear sky
612,Antalaha,MG,-14.9003,50.2788,68.56,83,1,3.91,clear sky
613,Price,US,39.5994,-110.8107,41.94,69,80,3.4,broken clouds
614,Kuliyapitiya,LK,7.4688,80.0401,76.68,91,55,2.57,broken clouds
615,Foumban,CM,5.7291,10.9001,62.42,86,99,2.24,overcast clouds
616,Kabansk,RU,52.0486,106.6528,34.72,46,0,5.48,clear sky
617,Roros,NO,62.5747,11.3842,35.44,100,100,1.14,mist
618,Kungurtug,RU,50.5994,97.5228,24.93,31,0,2.1,clear sky
619,Victoria Point,AU,-27.5833,153.3,90.25,49,29,4.0,scattered clouds
620,Sangar,RU,63.9242,127.4739,17.44,94,95,1.23,overcast clouds
621,Buchanan,LR,5.8808,-10.0467,77.49,89,36,6.06,light rain
622,Poli,TZ,-3.3333,36.8,58.78,92,66,5.77,broken clouds
623,Miguel Auza,MX,24.2933,-103.4503,61.83,41,3,2.93,clear sky
624,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.88,97,100,4.68,overcast clouds
625,Kudahuvadhoo,MV,2.6708,72.8944,81.75,76,48,9.98,scattered clouds
626,Tartus,SY,34.889,35.8866,74.73,48,20,4.85,few clouds
627,Coihaique,CL,-45.5752,-72.0662,46.29,97,100,4.12,light rain
628,Srednekolymsk,RU,67.45,153.6833,13.62,94,100,10.18,light snow
629,Opuwo,NA,-18.0607,13.84,68.74,44,20,0.96,few clouds
630,Acapulco,MX,16.8634,-99.8901,80.46,87,100,6.06,light rain
631,Polyarnyy,RU,69.1989,33.4478,32.52,72,100,17.29,overcast clouds
632,Lebork,PL,54.5392,17.7501,54.91,96,23,9.84,few clouds
633,Basco,PH,20.4487,121.9702,78.31,66,100,25.1,overcast clouds
634,Nalut,LY,30.3333,10.85,66.22,30,2,7.85,clear sky
635,Halifax,CA,44.6453,-63.5724,62.49,97,100,2.57,overcast clouds
636,Virginia Beach,US,36.8529,-75.978,63.01,96,100,4.61,fog
637,Swedru,GH,5.5371,-0.6998,74.08,95,99,1.45,overcast clouds
638,Gornozavodsk,RU,58.3758,58.3211,23.4,93,58,7.2,broken clouds
639,Hervey Bay,AU,-25.2986,152.8535,86.02,73,0,8.99,clear sky
640,Port Hedland,AU,-20.3167,118.5667,91.45,12,0,20.71,clear sky
641,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.46,82,85,10.51,overcast clouds
642,La Orilla,MX,17.9833,-102.2333,79.29,86,33,4.88,scattered clouds
643,Antigonish,CA,45.6169,-61.9986,64.02,97,42,1.01,scattered clouds
644,Marsassoum,SN,12.8275,-15.9806,76.51,76,53,4.29,broken clouds
645,Chifeng,CN,42.2683,118.9636,47.46,47,99,15.82,overcast clouds
646,A Coruna,ES,43.3713,-8.396,65.89,84,100,11.01,overcast clouds
647,Muravlenko,RU,63.7898,74.523,17.11,93,86,14.61,overcast clouds
648,Isetskoye,RU,56.4858,65.3226,28.26,83,100,5.73,overcast clouds
649,Paramirim,BR,-13.4425,-42.2389,73.17,74,76,3.58,broken clouds
650,Puerto Escondido,MX,15.85,-97.0667,79.97,86,60,2.62,light rain
651,Bowen,AU,-20.0167,148.2333,83.95,74,8,12.68,clear sky
652,Richards Bay,ZA,-28.783,32.0377,70.88,84,98,17.47,overcast clouds
653,Aquin,HT,18.2833,-73.4,77.67,78,30,2.21,scattered clouds
654,Anloga,GH,5.7947,0.8973,79.59,83,89,6.08,light rain
655,Beisfjord,NO,68.3751,17.5988,28.04,83,96,1.95,overcast clouds
656,Kavieng,PG,-2.5744,150.7967,83.97,73,100,5.14,light rain
657,Talcahuano,CL,-36.7167,-73.1167,54.0,96,83,8.3,broken clouds
658,Garachine,PA,8.0647,-78.3628,77.72,89,90,7.27,light rain
659,Pemangkat,ID,1.1667,108.9667,82.83,73,82,4.56,broken clouds
660,Nogales,MX,31.3086,-110.9422,62.31,41,0,4.61,clear sky
661,Port Lincoln,AU,-34.7333,135.8667,61.68,70,95,13.6,overcast clouds
662,Tabuk,PH,17.4189,121.4443,77.41,76,99,10.45,overcast clouds
663,Artesia,US,33.8658,-118.0831,71.08,64,0,5.75,clear sky
664,Henties Bay,NA,-22.116,14.2845,56.91,97,46,4.05,scattered clouds
665,Johi,PK,26.6921,67.6133,81.05,31,0,6.38,clear sky
666,Glenwood Springs,US,39.5505,-107.3248,40.01,93,61,6.91,broken clouds
667,Pandan,PH,14.0453,124.1694,81.32,86,100,18.79,overcast clouds
668,Fengzhen,CN,40.4394,113.1536,44.19,50,99,17.34,overcast clouds
669,Maldonado,UY,-34.6667,-54.9167,61.23,88,95,10.76,heavy intensity rain
670,Kyra,RU,49.5776,111.9753,28.4,39,0,4.03,clear sky
671,Devonport,AU,-41.1667,146.35,68.02,88,100,1.92,overcast clouds
672,Noumea,NC,-22.2763,166.4572,85.98,78,72,13.91,broken clouds
673,Miechow,PL,50.3565,20.0279,53.15,92,7,6.82,clear sky
674,Misratah,LY,32.3754,15.0925,74.53,63,0,8.72,clear sky
675,Batagay-Alyta,RU,67.8006,130.4114,17.02,67,100,8.23,overcast clouds
676,Dourbali,TD,11.8091,15.8632,78.19,23,14,6.6,few clouds
677,Belmonte,BR,-15.8631,-38.8828,73.94,86,73,5.64,broken clouds
678,Novobirilyussy,RU,56.9514,90.6661,30.24,66,44,6.2,scattered clouds
679,Shingu,JP,33.7333,135.9833,63.61,43,0,4.05,clear sky
680,Riviere-Au-Renard,CA,48.9957,-64.3971,52.61,95,100,0.96,overcast clouds
681,Gravdal,NO,68.1214,13.5031,40.95,69,63,2.93,broken clouds
682,Wawa,NG,9.9022,4.4192,76.48,71,97,2.39,overcast clouds
683,Kabinda,CD,-6.1333,24.4833,66.25,93,100,2.84,light rain
684,Guantanamo,CU,20.1444,-75.2092,74.77,89,26,3.15,scattered clouds
685,Yandyki,RU,45.7691,47.1258,42.51,72,0,4.76,clear sky
686,Sevilla,ES,37.3824,-5.9761,68.0,92,100,3.44,overcast clouds
687,Tignere,CM,7.3667,12.65,64.33,76,60,1.12,broken clouds
688,Nuuk,GL,64.1835,-51.7216,30.81,86,20,5.75,few clouds
689,Innisfail,AU,-17.5333,146.0333,87.17,60,5,11.07,clear sky
690,Isiolo,KE,0.3546,37.5822,66.69,80,43,5.7,scattered clouds
